IPC,ApplicationDate,Region
H01M8/04 | H01M8/249 | H01M8/04007 | H01M8/2465 | H01M8/04537 | H01M8/0438 | H01M8/0432 | H01M8/04746 | H01M8/04029 | H01M8/04858 | H01M8/00 | H01M8/0444 | H01M8/10 | B64D37/30 | B64D27/24 | B64C27/08 | B64C29/00 | B64C13/18,2020006019,日本
B64D27/24 | H01M8/04029 | H01M8/04007 | H01M8/04858 | H01M8/2457 | B60L58/32,2020006019,美国
H01M8/00 | B64D27/24 | H01M8/04029 | H01M8/04007 | H01M8/2457 | B60L58/32 | H01M8/04858,2020006019,美国
H01M8/10 | H01M8/0271 | H01M8/1004 | H01M8/24 | H01M8/241 | H01M8/2483,2020006019,世界知识产权组织
H01M8/10 | H01M8/0271 | H01M8/1004 | H01M8/24 | H01M8/241 | H01M8/2483,2020006019,新西兰
H01M8/10 | H01M8/0271 | H01M8/1004 | H01M8/241 | H01M8/2483 | H01M8/24,2020006019,加拿大
H01M8/10 | H01M8/0271 | H01M8/1004 | H01M8/24 | H01M8/241 | H01M8/2483,2020006019,澳大利亚
H01M8/10 | H01M8/0271 | H01M8/1004 | H01M8/24 | H01M8/241 | H01M8/2483,2020006019,欧洲专利局
G05D1/08 | G05D1/10,2020006022,中国
B64C25/52,2020006022,中国
A61L2/10 | B64D11/06 | B64D11/00 | A61L2/26,2020006022,美国
B64C27/26 | B64C5/00 | B64C3/18,2020006022,中国
B64C27/26 | B64C5/00 | B64C3/18,2020006022,中国
G01N23/04 | G01N23/18,2020006023,中国
G05D1/08 | G05D1/10,2020006023,中国
B64D13/06,2020006023,中国
B64F1/10 | B60K1/00 | B60K17/06 | B60K17/344 | B60T1/06,2020006023,中国
B64D27/16 | B64D27/24,2020006023,中国
G01R29/12,2020006023,中国
B64C39/02 | B64C11/00 | B64C11/48,2020006023,中国
B64C39/02 | B64C11/00 | B64C11/48,2020006023,世界知识产权组织
B64C39/02 | B64C11/00 | B64C11/48,2020006023,欧洲专利局
B64C39/02,2020006023,俄罗斯
G01S19/25 | G01S19/33 | G01S19/35,2020006024,中国
B05B13/04 | B05B12/36,2020006024,中国
H02K53/00 | H02K7/14,2020006024,中国香港
B64D35/08 | B64D27/24 | B64C29/00,2020006025,美国
B64C29/00 | B64C21/02 | B64C11/00,2020006026,世界知识产权组织
B64C29/00 | B64C21/02 | B64C11/00,2020006026,欧洲专利局
B64D27/10 | B64D27/12 | B64D29/02 | B64D29/06 | B64D33/02 | B64D13/02 | B64D13/06,2020006028,中国
B64D27/10 | B64D27/12 | B64D29/02 | B64D29/06 | B64D33/02 | B64D13/02 | B64D13/06,2020006028,中国
B64D13/02 | B64D27/10 | B64D33/00,2020006028,中国
B64D13/02 | B64D27/10 | B64D33/00,2020006028,中国
B64F5/60,2020006029,中国
B64F5/60,2020006029,中国
0,2020006029,俄罗斯
H02G1/02 | B64C39/02,2020006029,俄罗斯
B64D27/24 | B60L50/16 | B64C21/06 | B64D27/12 | B64D27/18 | F02C6/20 | F02K3/04 | H02G5/10 | H02K7/18,2020006029,美国
B64D27/24 | B60L50/16 | B64C21/06 | B64D27/12 | B64D27/18 | F02C6/20 | F02K3/04 | H02G5/10 | H02K7/18 | B64D27/02,2020006029,美国
B64D27/02 | B64D27/24 | B64D41/00 | B60L50/60 | B64C3/32 | B64C27/50 | B64C29/00,2020006029,美国
F41J1/10 | F41J9/00,2020006029,中国
F02C7/36 | F02C6/00 | F02C7/06,2020006029,中国
F02C7/36 | F02C6/00 | F02C7/06 | H02K5/173,2020006029,中国
F02C7/36 | F02C6/00 | F02C7/06,2020006029,中国
F02C7/36 | F02C6/00,2020006029,中国
F02C7/36 | F02C7/32,2020006029,美国
F02C7/36 | F02C7/32 | B64D27/02,2020006029,美国
F01D15/10 | F01D25/16,2020006029,美国
F01D15/10 | F01D25/16,2020006029,美国
F01D15/10 | F01D25/16 | F02C6/04 | F01D19/00,2020006029,美国
F01D15/10 | F01D19/00 | F01D25/16 | F02C6/04,2020006029,美国
F01D15/10 | F01D15/12,2020006029,美国
F01D15/10 | F01D15/12 | F02C7/32 | F02C7/36,2020006029,美国
B64D1/10,2020006030,俄罗斯
F02K1/82 | F01D25/12 | F01D9/02 | F01D15/10 | F01K25/04 | F01K25/12 | F01K11/02 | F02C3/04,2020006030,中国
F02K1/82 | F01D25/12 | F01D9/02 | F01D15/10 | F01K25/04 | F01K25/12 | F01K11/02 | F02C3/04,2020006030,中国
0,2020006030,美国
B66F11/04 | B64F5/40,2020006030,中国
A63H17/00 | A63H18/02 | A63H18/12 | A63H29/22,2020006030,中国
B60L53/16 | B60K1/04 | B60K7/00 | B60L50/60 | B60L53/10 | B60L53/18 | B60L53/53 | B60L53/66 | B60L58/10 | B60L58/19 | B64D27/24,2020007001,韩国
A63H27/18 | A63H30/02 | H02J7/00 | A63H29/22,2020007002,中国
B64D27/00,2020007002,德国
B64C11/02 | B64C27/12 | B64C27/30 | B64C39/02 | B64D35/00,2020007002,中国
B64C11/02 | B64C27/12,2020007002,美国
B64C11/02 | B64C27/30 | B64C39/02 | B64C27/12 | B64D35/00 | F16D1/112,2020007002,世界知识产权组织
B64C11/02 | B64C27/30 | B64C39/02 | B64C27/12 | B64D35/00 | F16D1/112,2020007002,欧洲专利局
B64C11/02 | B64C27/30 | B64C27/12 | B64D35/00 | F16D1/112 | B64U50/13 | B64U30/291,2020007002,欧洲专利局
B64C39/06 | B64C11/28 | B64C27/50 | B64C29/00 | B64C3/10 | B64C27/08 | B64C27/12 | B64D27/24 | B64D31/00 | B64C29/02 | B64C1/06 | B64C39/02,2020007002,美国
B64C39/06 | B64D27/24 | B64C29/02 | B64C11/28 | B64C27/50 | B64C3/16 | B64C3/10 | B64C27/08 | B64C29/00 | B64C27/12 | B64D31/00 | B64C1/06 | B64C39/02 | B64C39/00 | B64C1/00 | B64D27/02,2020007002,美国
B64D15/12,2020007003,中国
B64D15/12,2020007003,中国
B64F1/28 | B60P3/22,2020007003,中国
B64C27/26 | B64C29/00 | B64D27/02,2020007003,中国
H01M8/04082 | H01M8/04298 | H01M8/0438 | B64D27/24,2020007003,中国
B64C27/22 | B64C27/28 | B64C27/32 | B64C27/473 | B64C27/467 | B64C27/12 | B64C29/00 | B64C3/00 | B64D47/08,2020007004,中国
F02K1/11 | F02K1/15,2020007004,中国
B64C27/22 | B64C27/28 | B64C27/32 | B64C27/473 | B64C27/467 | B64C27/12 | B64C29/00 | B64C3/00,2020007004,中国
B60L53/16 | B60K1/04 | B60L3/00 | B60L50/60 | B60L53/10 | B60L53/12 | B60L53/24 | B60L53/66 | B60L58/19 | B60R16/00 | B60R25/34,2020007005,韩国
0,2020007006,俄罗斯
B64C29/02 | B64C39/02,2020007006,俄罗斯
F16K31/06 | B64C13/40 | F16K37/00,2020007006,日本
B60L53/16 | B60K1/04 | B60L3/00 | B60L50/60 | B60L53/10 | B60L53/12 | B60L53/24 | B60L53/66 | B60L58/19 | B60R16/00 | B60R25/34,2020007006,韩国
B25B27/00,2020007006,中国
B64D41/00 | B64D27/24 | B60L50/70 | H01M8/04746,2020007006,美国
B64D41/00 | B60L50/70 | B64D27/24 | H01M8/04746,2020007006,美国
B64D27/02 | B64D35/04,2020007007,韩国
B64D27/24 | B64D27/10 | B64C27/10 | H02J7/00,2020007007,日本
B64D27/02 | B64D35/04 | B64D27/10 | B64D27/24,2020007007,以色列
B64D27/02 | B64D35/04 | B64D27/10 | B64D27/24,2020007007,以色列
B64D27/02,2020007007,奥地利
B64D27/24 | B64D35/04 | H02K7/18,2020007007,美国
B64D27/02 | B64D27/10 | B64D27/24 | B64D35/04,2020007007,世界知识产权组织
B64D27/02 | B64D27/10 | B64D27/24 | B64D35/04,2020007007,欧洲专利局
B64D27/02 | B64D27/10 | B64D27/24 | B64D35/04,2020007007,欧洲专利局
B64C11/32 | B64C11/46 | B64C29/02 | B64D31/06 | B64C39/02 | B64C15/12 | B64D27/24,2020007007,美国
B64C11/32 | B64C11/46 | B64C29/02 | B64D31/06 | B64C39/02 | B64C15/12 | B64D27/24,2020007007,美国
B64F5/60,2020007008,中国
F42B15/36 | B64G1/64 | F42C19/12,2020007008,俄罗斯
B64C29/00 | B64D27/24 | B60L50/60 | H02J7/00,2020007008,美国
B64C29/00 | B64D27/24 | H02J7/00,2020007008,美国
B64D27/24 | B64C29/00 | B64D35/08 | B64D35/06 | B64D31/00,2020007008,美国
B64D27/24 | B64C29/00 | B64D31/00 | B64D35/06 | B64D35/08,2020007008,美国
B64D27/24,2020007008,世界知识产权组织
B64D27/24,2020007008,欧洲专利局
B64D27/24,2020007008,欧洲专利局
B64D27/24,2020007008,中国
B64D27/24,2020007008,中国
A61G5/04 | A61G5/10 | B62D1/22,2020007008,中国
F16H1/28 | F16H57/02 | F16H57/023 | F16H57/039 | B64C3/56 | H02K7/08,2020007009,中国
B64D25/00 | B64C27/08 | B64D27/24 | H02P29/024 | H02P5/46,2020007009,日本
B64D25/00 | B64C27/26 | B64D27/24 | H02P5/46 | H02P29/024,2020007009,日本
B64C25/44 | B60T13/74 | B60T8/17 | F16D27/14 | F16H1/20,2020007009,韩国
F17D3/01 | F17D3/18 | F17D5/00,2020007010,中国
0,2020007010,英国
B64D11/06 | B64C1/14,2020007010,英国
B64D11/06 | B64C1/14,2020007010,英国
A62C3/02,2020007013,俄罗斯
B64C25/36 | B64C25/40,2020007013,中国
B64C27/06 | B64C27/12 | B64D27/24 | H02P5/46 | F16H1/06 | F16H1/12,2020007013,日本
B64C29/02 | B64C3/56,2020007013,墨西哥
B64D27/20 | B64D27/24,2020007013,中国
B65H63/032,2020007014,中国
B65H63/02 | B65H63/04,2020007014,中国
A01G15/00 | E03B3/02 | E03B3/28 | B01D5/00,2020007014,俄罗斯
B64D13/08,2020007014,巴西
B64F1/30 | B64F1/31,2020007015,中国
B64F1/30 | B64F1/31,2020007015,中国
B64C27/00 | B64C29/00 | B64C27/04 | B64C27/08,2020007015,德国
B64C27/00 | B64C29/00 | B64C27/04 | B64C27/08,2020007015,德国
B64D47/00 | B64D33/00 | F02D43/00,2020007015,中国
B64D27/24,2020007015,德国
B64C27/20 | B64C27/12 | B64C29/00,2020007015,德国
B60L13/00 | B60B19/00 | B60K7/00 | B60L7/00,2020007015,世界知识产权组织
H01M50/538 | H01M50/533 | H01M50/534 | H01M50/536 | H01M50/548 | H01M50/107 | H01M50/247 | H01M50/249 | H01M10/0587 | H01M10/04 | B64D27/24 | B64C27/08 | B60L50/64 | B60L50/61,2020007015,日本
H01M4/04 | H01M4/66 | H01M50/46 | H01M10/0587 | H01M50/249 | B64C27/08 | B64D27/24 | B60L50/64,2020007015,中国
H01M10/0525 | H01M10/0587 | H01M50/533,2020007015,中国
0,2020007015,日本
H01M50/531 | H01M10/04 | H01M50/534 | H01M50/586 | H01M50/591 | B64C27/08 | B64C39/02 | B60L50/60 | B60L58/12 | H01M10/0587,2020007015,日本
B64C27/08 | B64C39/02 | B64D27/24 | H01M4/66 | H01M10/04 | H01M10/0587 | H01M2/02 | H01M2/04 | H01M2/26 | B60L50/64 | B60L58/10,2020007015,世界知识产权组织
H01M4/13 | H01M50/536 | H01M50/533 | H01M10/0587 | H01M10/44 | H01M10/0525 | B60L50/64 | B60L58/12,2020007016,中国
H01M50/536 | H01M4/04 | H01M10/04 | H01M50/247 | H01M50/249 | H01M50/533 | H01M50/534 | H01M50/586 | H01M50/591 | H01M4/13 | H01M10/0587,2020007016,日本
0,2020007016,日本
H01M4/13 | H01M50/536 | H01M50/533 | H01M10/0587 | H01M10/44 | H01M10/0525 | B60L50/64 | B60L58/12,2020007016,中国
H01M4/02 | H01M4/13 | H01M10/04 | H01M10/0587 | H01M10/44 | H01M2/10 | H01M2/26 | H01M2/34 | H02J7/00 | B60L50/64 | B60L58/12,2020007016,世界知识产权组织
H01M50/538 | H01M10/04 | H01M50/536 | H01M50/534 | H01M50/533 | H01M50/586 | H01M50/591 | H01M4/04,2020007016,日本
G06Q50/10 | B64C27/08 | B64D27/24 | B64F1/36 | G06Q50/30,2020007017,日本
F02K3/00 | F02K3/06 | F02K5/00,2020007017,俄罗斯
B64C39/02 | B64D47/00,2020007017,中国
B64C39/02 | B64D47/00,2020007017,中国
B64D47/04 | B64D47/06 | F21S9/03,2020007017,欧洲专利局
B64D47/04 | B64D47/06 | F21S9/03,2020007017,欧洲专利局
H05K7/20,2020007017,中国
H05K7/20,2020007017,中国
B64F1/22 | B62D55/065,2020007019,中国
B64F1/22 | B62D55/065,2020007019,中国
B60L53/16 | A45C15/00 | A45C5/02 | B60K1/04 | B60K7/00 | B60L3/00 | B60L50/60 | B60L53/10 | B60L58/19 | B60R16/00 | B60R25/34,2020007019,韩国
H02G1/02 | B64C39/02 | B64C27/04 | B64D27/24,2020007020,日本
H02G1/02 | B64C39/02 | B64C27/04 | B64D27/24,2020007020,日本
G07C5/08 | B64D45/00 | H04B7/185 | H04L29/08 | H04W4/14 | H04W4/30,2020007020,中国
B64B1/00,2020007020,俄罗斯
B64D1/16 | A62C5/02,2020007021,俄罗斯
H01M50/249 | H01M50/531,2020007021,中国
B64D1/16,2020007021,俄罗斯
H01M50/249 | H01M50/531,2020007021,中国
H01M10/04 | H01M10/0525 | H01M10/0587,2020007021,中国
0,2020007021,日本
H01M10/0587 | H01M10/04 | H01M50/533 | H01M4/66 | H01M50/586 | H01M50/595 | H01M50/593 | B64C27/08 | B64C39/02 | B64D27/24 | H01M50/591 | H01M50/247 | H01M50/249,2020007021,日本
H01M10/0587 | H01M10/04 | H01M50/533 | H01M50/107 | H01M50/586 | H01M50/591 | H01M4/66 | B64C39/02 | B64D27/24,2020007021,日本
H01M10/04 | H01M10/0587 | H01M2/10,2020007021,世界知识产权组织
H01M10/0587 | H01M10/04 | H01M50/533 | H01M50/538 | H01M4/66 | H01M50/586 | H01M50/595 | H01M50/593 | B64C27/08 | B64C39/02 | B64D27/24,2020007021,日本
H01M10/0587 | H01M10/04 | H01M50/538 | H01M4/66 | B64C39/02 | B64D27/24,2020007021,日本
F16F15/023 | F16F15/02,2020007022,中国
B64C29/00 | B64C27/00 | B64C39/00,2020007022,保加利亚
B08B9/051 | B08B9/032,2020007022,中国
H01M10/0587 | H01M4/64 | H01M4/66 | H01M4/02 | H01M4/13 | H01M10/04 | H01M50/531 | H01M10/44 | H01M50/534 | H01M50/249,2020007022,日本
H01M10/0587 | H01M10/0525 | H01M4/13 | H01M4/70,2020007022,中国
H01M50/531 | H01M10/0583 | H01M10/0525,2020007022,中国
0,2020007022,日本
H01M50/538 | H01M50/533 | H01M50/534 | H01M10/04 | H01M50/213 | H01M50/247 | H01M50/249 | H01M4/66 | B64C27/08 | B64C39/02 | B64D27/24 | B60L9/18 | B60L50/64 | B60L58/12 | H01M10/0587,2020007022,日本
H01M50/531 | B60L50/64 | B60L58/10 | B64C27/08 | B64C39/02 | B64D27/24 | H01M4/66 | H01M10/04 | H01M10/0587,2020007022,世界知识产权组织
F02C7/32 | F16H1/32,2020007023,中国
H02N11/00 | F02C3/04 | F02C7/12 | B64C15/02,2020007023,中国
F03D,2020007023,印度
F02C7/32 | F16H1/32,2020007023,中国
F02C7/32,2020007023,美国
F02C7/32 | F02C7/36 | F16H1/28 | F16H57/02 | F16H61/66,2020007023,美国
F02C7/32,2020007023,世界知识产权组织
F02C7/32,2020007023,欧洲专利局
F02C7/32,2020007023,欧洲专利局
H04L29/08 | H04L12/40 | H04L12/24,2020007024,中国
H05B6/64 | B29C35/08 | B29C71/04,2020007024,俄罗斯
B64C27/12,2020007024,德国
G01N3/12,2020007024,中国
B64F1/22 | B60P3/11 | B64C25/36,2020007024,中国
G01S1/08 | G01S5/04 | G01R29/08,2020007027,俄罗斯
G05D1/08,2020007027,中国
G06F30/20 | G01N33/00 | G05D1/12,2020007027,中国
H02K11/33 | H02K1/20 | H02K3/50 | H02K9/00 | H02K16/02 | H02K3/24,2020007027,世界知识产权组织
B64F1/04 | B64F1/36,2020007028,中国
E05F15/665 | E05F9/00 | B64C1/14,2020007028,中国
G01S1/08 | G01S5/04 | G01R29/08,2020007028,俄罗斯
H02P6/00 | H02P6/08 | H02P7/28 | H02H11/00,2020007028,中国
H02P6/00 | H02P6/08 | H02P7/28 | H02H11/00,2020007028,中国
B64C39/02 | B64D27/24 | B64D43/00 | B64D47/00 | B64D47/08 | B64F1/00 | B60L53/12 | G08G5/00 | H04L29/08 | G05D1/10,2020007028,中国
E05F15/665 | E05F9/00 | B64C1/14,2020007028,中国
G05D1/04 | B64C9/20 | B64C3/54 | B64C13/02 | B64C13/38 | B64C21/04 | B64D31/00 | B64C11/28 | B64C11/46 | B64D27/02 | B60L50/60 | B64D27/24 | B64C9/00,2020007028,美国
H05K5/02 | H05K5/06 | H05K7/14 | H05K7/18,2020007029,中国
B64D27/24 | B64D31/00,2020007029,世界知识产权组织
B64D27/02 | B64D27/24 | B64D31/00,2020007029,世界知识产权组织
B64D27/24 | B64C19/00,2020007029,德国
B64D27/24 | B64C19/00,2020007029,德国
H02J1/10 | H02J1/12 | H02J1/14 | H02J3/00 | H02J4/00,2020007029,欧洲专利局
H02J7/02,2020007030,日本
B64D47/08 | G03B17/56,2020007030,中国
F15B11/17 | F15B13/02 | F15B21/041 | F15B1/02 | F16D65/14 | F16D121/04,2020007030,中国
B64D47/08 | G03B17/56,2020007030,中国
H02J50/10 | H02J50/80,2020007030,中国
B64D27/24 | B64D27/26 | H01M50/249,2020007030,中国
B64D27/00 | B64C29/00 | B64C27/20,2020007031,德国
B64D27/00 | B64C29/00 | B64C27/20,2020007031,德国
B64D11/00,2020007031,中国
H01M50/538 | H01M50/536 | H01M10/0587 | H01M10/0525 | H01M50/244,2020007031,中国
B64C11/00 | B64D27/26 | B64C27/32 | B64C27/14,2020007031,中国
B64C13/50 | F16H25/22 | F16H57/02 | F16H61/12,2020007031,韩国
H01M50/538 | H01M50/536 | H01M10/0587 | H01M10/0525 | H01M50/244,2020007031,中国
0,2020007031,日本
H01M10/0587 | H01M10/04 | H01M10/052 | H01M4/13 | H01M4/66 | H01M50/533 | H01M50/536 | H01M50/538,2020007031,日本
H01M50/538 | H01M4/13 | H01M4/66 | H01M10/04 | H01M10/0587 | H01M50/533 | H01M50/536,2020007031,日本
H01M4/13 | H01M10/0525 | H01M50/249 | H01M50/50,2020007031,中国
0,2020007031,日本
H01M10/0587 | H01M4/02 | H01M4/13 | H01M4/66 | H01M10/04 | H01M10/052 | H01M50/531,2020007031,世界知识产权组织
H01M10/0587 | H01M4/13 | H01M4/66 | H01M10/04 | H01M50/531,2020007031,世界知识产权组织
H01B7/18 | H01B7/17 | H01B11/00,2020008003,中国
H02H3/32 | H02H3/04 | G01R31/52 | H02J3/00,2020008004,中国
H01M10/62 | H01M10/613 | H01M10/615 | H01M10/6554,2020008004,中国
H02H3/32 | H02H3/04 | G01R31/52 | H02J3/00,2020008004,中国
H02J50/12,2020008004,中国
B64D27/24 | B64D27/02,2020008004,欧洲专利局
H01R24/00 | H01R13/629 | H01R13/502,2020008005,中国
B60L53/80 | B64F5/00,2020008005,中国
G01M3/32,2020008005,奥地利
G01M3/32 | H02B13/025 | H05K5/06 | H05K7/20 | B64F5/60 | H02H5/08,2020008005,欧洲专利局
G01M3/32 | H02B13/025 | H05K5/06 | H05K7/20 | B64F5/60 | H02H5/08,2020008005,欧洲专利局
B64D31/14 | B64D27/24 | B64D31/06 | B64D35/08 | B64D41/00 | B64D27/02 | F02D29/02 | F02D29/06,2020008005,美国
A61L2/22 | B64F5/30 | B64D11/02 | A61L2/02,2020008007,德国
A61L2/22 | B64F5/30 | B64D11/02 | A61L2/02,2020008007,德国
A63H27/18,2020008007,中国
H02J9/06 | H02M7/219,2020008010,中国
B64C39/00,2020008010,中国
B64C39/00,2020008010,中国
B64C3/00,2020008010,中国
B64D27/24 | H02K9/06 | B64C11/00,2020008010,美国
B64D27/24 | B64C11/00 | H02K9/06 | B64C7/02,2020008010,美国
G06F30/15 | G06T17/00,2020008011,中国
B64F1/36 | B64F1/32 | B64F1/30 | B64F1/02 | B64F1/22 | B64D27/24 | B64D31/00 | B64C25/20 | B64C9/00 | B64C3/14 | B64C3/18 | B64D29/02 | B64C11/06,2020008011,美国
B64F1/32 | B25J5/00 | B60K1/04 | B62D11/20 | B64C39/02 | B64C11/00 | B64C27/02,2020008011,世界知识产权组织
B64D45/00 | B64F5/60 | B64D37/32,2020008011,美国
B64D45/00 | B64D37/32 | B64F5/60,2020008011,美国
B64C13/00 | B64C27/26 | B64C29/00 | B64D27/24 | B64D45/00 | B64F5/60 | G01R31/50,2020008011,世界知识产权组织
B64C13/00 | B64C27/26 | B64C29/00 | B64D27/24 | B64D45/00 | B64F5/60 | G01R31/50,2020008011,欧洲专利局
B64C13/00 | B64C27/26 | B64C29/00 | B64D27/24 | B64D45/00 | B64F5/60 | G01R31/50,2020008011,欧洲专利局
0,2020008012,美国
H02B1/46 | H02B1/56 | H02B1/28 | H02B1/52 | H02B1/30,2020008012,中国
H02P9/08 | B64D27/02 | B64D27/10 | B64D27/24 | B64D31/06 | B60L50/60 | B60L50/40,2020008012,美国
H02P9/08 | B64D27/02 | B64D27/10 | B64D27/24 | B64D31/06 | B60L50/40 | B60L50/60 | H02P101/30 | H02P101/25,2020008012,美国
0,2020008012,英国
F02C7/268 | F02C7/26 | F04D27/00 | F04D27/02,2020008012,英国
F02C7/268 | F02C7/26 | F04D27/00 | F04D27/02,2020008012,英国
B64C29/00 | B64C11/46 | B64D31/08 | B64D31/10 | G05D1/00 | G05D1/06,2020008013,韩国
B64F1/36 | F28D20/00 | F25B1/00 | F25B39/02,2020008013,中国
A01M29/12 | A01M29/32,2020008013,韩国
A01M29/12 | A01M29/32,2020008013,韩国
B64F1/36 | F28D20/00 | F25B1/00 | F25B39/02,2020008013,中国
H01R13/633 | H01R13/64,2020008014,中国
B64C25/36 | B64C25/42 | B64C25/62 | B64C25/24,2020008014,中国
B64C25/36 | B64C25/42 | B64C25/62 | B64C25/24,2020008014,中国
F02C7/26,2020008014,俄罗斯
B64C1/00 | F03D1/00,2020008014,中国
G01D5/12 | B64D31/04,2020008014,中国
B64C29/00,2020008014,巴西
B64C29/00,2020008014,韩国
B64C29/00,2020008014,以色列
B64C29/00,2020008014,以色列
B64C25/40,2020008014,美国
B64C29/00,2020008014,美国
B64C29/00,2020008014,美国
B64C29/00,2020008014,世界知识产权组织
B64C29/00,2020008014,澳大利亚
B64C27/26 | B64U10/20 | B64U30/297 | B64C15/12 | B64C27/28 | B64C27/52 | G05D1/10,2020008014,加拿大
B64C29/00,2020008014,欧洲专利局
B64C29/00,2020008014,新加坡
B64F5/40,2020008017,中国
B64F5/40,2020008017,中国
B64D31/14 | B64D27/24 | B64D47/00 | H02J7/14 | H02J7/00,2020008017,美国
B64D31/14 | B64D27/24 | B64D47/00 | H02J7/14 | H02J7/00 | H02J1/10 | H02M3/158,2020008017,美国
B64D41/00 | H02H7/18 | H02J7/00,2020008017,世界知识产权组织
B64D41/00 | H02H7/18 | H02J7/00,2020008017,欧洲专利局
B64D41/00 | H02H7/18 | H02J7/00,2020008017,欧洲专利局
B64C27/22 | B64C27/72 | B64C29/00 | B64D27/24 | H02P5/46 | B64F5/60,2020008017,世界知识产权组织
B64C27/22 | B64C27/72 | B64C29/00 | B64D27/24 | H02P5/46 | B64F5/60,2020008017,欧洲专利局
B64C27/22 | B64C27/72 | B64C29/00 | B64D27/24 | H02P5/46 | B64F5/60,2020008017,欧洲专利局
B64D27/02 | B64D27/24 | B64D31/04 | B64D31/06,2020008017,欧洲专利局
B64F1/00 | B64F1/08 | B64C29/00 | B64C3/56 | B63G11/00,2020008017,美国
B64U70/00 | B64F1/00 | B64F1/08 | B64C29/00 | B63G11/00 | B64C3/56 | B64U70/80 | B64U80/84,2020008017,美国
B05B16/40 | B05B13/04 | B05B13/02 | B05B14/40 | B05B15/50 | B05B12/00 | B05B12/12,2020008018,中国
F42B15/00 | F42C1/04 | F42C15/00 | F42C15/26 | F42C15/21,2020008019,中国
G06Q50/10 | G06Q30/02 | G06Q50/30,2020008019,日本
G06Q50/10 | G06Q30/0202 | G06Q50/30,2020008019,日本
G01C21/34 | G08G1/13 | B64C29/00 | B64D27/24,2020008019,日本
G01C21/34 | G08G1/13 | B64C29/00 | B64D27/24,2020008019,日本
B64F5/00 | B64F5/10 | F16F15/067,2020008019,中国
B64C39/02 | B64F3/02 | B64F1/00,2020008019,中国
B64C39/02 | B64F3/02 | B64F1/00,2020008019,中国
B06B1/02,2020008020,俄罗斯
F01P11/00 | B01F13/10 | B01F15/02,2020008020,中国
B60H3/00,2020008020,中国
H02K3/32 | H02K3/30 | H02K9/00,2020008020,法国
F02C3/04 | F02C7/06 | F02C7/16 | F02C7/04 | F01D1/32 | F02C7/22 | F04B41/06 | F23R3/28 | F23R3/42,2020008020,中国
B64D27/24 | B64D27/12,2020008020,美国
B64D27/24 | B64D27/12 | B64D27/02,2020008020,美国
H02P5/46 | H02P21/00,2020008021,德国
G01N22/00,2020008021,中国
B64C27/22 | B64D5/00,2020008021,世界知识产权组织
B64C27/22 | B64D27/24 | H02K7/10 | H02K7/11 | H02P3/26 | H02P5/46,2020008021,世界知识产权组织
B60L58/24 | B64D27/10 | B64D33/10 | B60L58/27 | B60L58/26,2020008021,美国
H02K7/14 | F01P7/14 | F01P1/06 | B60W20/00 | B64D27/02 | F01P3/12 | F01P3/20,2020008021,世界知识产权组织
H02K7/14 | F01P7/14 | F01P1/06 | B60W20/00 | B64D27/02 | F01P3/12 | F01P3/20,2020008021,欧洲专利局
H02K7/14 | F01P7/14 | F01P1/06 | B60W20/00 | B64D27/02 | F01P3/12 | F01P3/20,2020008021,欧洲专利局
B60L50/60 | B60K17/08 | B62D11/10 | B60K1/00 | F16F15/023 | F16F15/067,2020008024,中国
B62K3/00 | B62D63/08 | B62J43/13 | B62J45/00 | B62K27/00 | B62K27/12 | B62M6/65 | B62M6/90 | B64F1/00 | B64F1/22 | H02S10/40,2020008024,韩国
B64C25/50,2020008024,中国
H02K23/58 | H02K16/02 | H02K5/16 | H02K3/50 | H02K1/27,2020008024,中国
H02K23/58 | H02K16/02 | H02K5/16 | H02K3/50 | H02K1/27,2020008024,中国
G01V11/00 | B64C39/02,2020008025,俄罗斯
H01F1/057 | C22C38/00 | C22C38/02 | B22F3/24 | C22C28/00 | H02K1/02,2020008025,中国
0,2020008025,日本
H02K1/02 | H01F1/057,2020008025,美国
H02K1/27 | B22F3/00 | B22F3/24 | C22C28/00 | C22C38/00 | H01F1/057 | H02K1/17,2020008025,世界知识产权组织
H02K1/27,2020008025,德国
B64D27/24 | B64D35/08,2020008025,美国
B64D27/24 | B64D35/08 | B64D27/02,2020008025,美国
H02K16/02 | B64C27/12 | H02K11/33,2020008025,韩国
H02K13/00 | B64C11/48 | B64C27/10 | B64D27/24 | H01R39/08,2020008025,日本
H02K13/00 | B64C11/48 | B64C27/10 | B64D27/24 | H01R39/08,2020008025,日本
H02K7/14 | H02K23/60 | H02K13/00 | H02K1/2786 | B64C11/48 | H02K5/173 | H02K11/33,2020008025,中国
H02K13/00 | H02K11/33 | B64C11/48 | H02K7/14 | H02K23/60 | H02K1/2786 | H02K5/173,2020008025,以色列
H02K13/00 | H02K11/33 | B64C11/48 | H02K7/14 | H02K23/60 | H02K1/2786 | H02K5/173,2020008025,以色列
H02K7/00 | H02K11/33 | H02K7/14 | H02K13/00,2020008025,世界知识产权组织
H01R39/08 | H02K7/18 | H02K13/00 | H02K23/60 | B64D41/00,2020008025,世界知识产权组织
H02K7/00 | H02K7/14 | H02K11/33 | H02K13/00,2020008025,澳大利亚
